OBJECTID,Mine_ID,Mine Name,Operation Type,Mine Status,Primary Product,Other Products,Owner,Operator,Lead Agency,Report Year,Acres Disturbed,Reclamation Status,Permit Number,Permit Acres,Financial Assurance Mechanism Total,Financial Assurance Cost Estimate,Latitude,Longitude,x,y
935118,91-13-0108,API-HIGHLINE PIT,OPEN PIT,ACTIVE,Sand and Gravel,,IMPERIAL VALLEY AGGREGATES,IMPERIAL VALLEY AGGREGATES,County of Imperial,2018,45,RECLAMATION NOT STARTED,RP 01-0002,,77611.38,45404.1,32.91,-115.286667,-12833653.0657,3883364.0525999963
935119,91-37-0036,HIGHWAY 67 & VIGILANTE ROAD PIT,OPEN PIT,ACTIVE,Sand and Gravel,,"HANSON AGGREGATES WEST, INC.",HANSON AGGREGATES PACIFIC SOUTHWEST,County of San Diego,2018,75,RECLAMATION NOT STARTED,"P77-066W1,P84-033,RP74-011W1,RP93-001",,523292,829553,32.911111,-116.9425,-13017979.552099999,3883511.370099999
935120,91-13-0016,BOYD PIT,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Imperial,1996,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,80.00,,,32.913889,-115.286111,-12833591.1721,3883879.7382000014
935121,91-13-0029,OAT PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA-19188,0.00,,,32.916667,-115.282778,-12833220.1442,3884248.117899999
935122,91-13-0023,PICACHO GRAVEL PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,8,RECLAMATION NOT STARTED,CA 21648,0.00,,,32.92,-114.64,-12761666.4245,3884690.1093000025
935123,91-37-0030,'CALMAT - POWAY,OPEN PIT,IDLE,Sand and Gravel,,CALMAT COMPANY,"CALMAT DBA, VULCAN MATERIALS CO.",City of Poway,2018,60,RECLAMATION NOT STARTED,,165.00,787500,984211,32.927778,-117.039444,-13028771.3088,3885721.6196999997
935124,91-13-0110,OAT PIT -SUPERIOR READY MIX,BRINE WELL,ACTIVE,Sand and Gravel,,SUPERIOR READY MIX CONCRETE,SUPERIOR READY MIX CONCRETE,County of Imperial,2018,3.5,RECLAMATION NOT STARTED,09-0002,,19044.07,24328,32.929167,-115.285556,-12833529.3897,3885905.837099999
935125,91-13-0101,MONTMORILLONITE,OPEN PIT,RECLAIMED,Clay,,"PROTECH MINERALS, INC.","PROTECH MINERALS, INC.",County of Imperial,2000,21,,97-0013,,,,32.930556,-115.756944,-12886004.061900001,3886090.0573000014
935126,91-37-0008,SORRENTO SAND CO. INC. - RECLAIMED,"OPEN PIT,PLANT OR MILL,QUARRY",RECLAIMED,Specialty Sand,,"SORRENTO SAND COMPANY, INC.","SORRENTO SAND COMPANY, INC.",City of San Diego,1998,0,RECLAMATION IN PROGRESS,"CUP 119PC,CUP10-414-",,,,32.933611,-117.224444,-13049365.4146,3886495.2458000034
935127,91-13-0037,SUPERSTITION,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,0,RECLAMATION NOT STARTED,CA-19172,0.00,,,32.941111,-115.791111,-12889807.514899999,3887490.0397000015
935128,91-13-0102,EAST MESA,OPEN PIT,IDLE,Sand and Gravel,,"FLORIDA ROCK INDUSTRIES, INC.",CALMAT CO. DBA VULCAN MATERIALS COMPANY,County of Imperial,2018,73.2,RECLAMATION NOT STARTED,,286.00,199278,224289,32.95,-115.290278,-12834055.0404,3888669.1787
935129,91-13-0115,FORMER PICACHO MINE - PICACHO GOLD RECOVERY PROJECT,UNDETERMINED,ACTIVE,Gold (Lode),Silver,G2 BIO LLC,G2 BIO LLC,County of Imperial,2017,70,RECLAMATION NOT STARTED,CUP 13-0008 ,125.00,,,32.963333,-114.636389,-12761264.449900001,3890438.0430999994
935130,91-13-0083,LITTLE PIT,PLANT OR MILL,RECLAIMED,Sand and Gravel,,DENNIS DILL TRUCKING,DENNIS DILL TRUCKING,County of Imperial,2004,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"CA 40199,CA 40199",,,2500,32.965,-115.291944,-12834240.498599999,3890659.219700001
935131,91-13-0001,PICACHO MINE,OPEN PIT,RECLAIMED,Gold (Lode),,"GLAMIS GOLD, INC.","CHEMGOLD, INC.",County of Imperial,2002,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"150-91,18-84,CUP 878-89,CUP 990-91",,220894,,32.966944,-114.645,-12762223.022,3890917.153800003
935132,91-13-0065,CANYON POOLS,OPEN PIT,EXEMPT,Sand and Gravel,,CANYON POOLS,CANYON POOLS,County of Imperial,1992,1,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA28528,,,,32.971111,-115.287222,-12833714.848000001,3891470.059299998
935133,91-13-0085,PICACHO PEAKS PROJECT,PROSPECT,RECLAIMED,Gold (Lode),Silver,SRO RESOURCES,"CHRISTIE GOLD, LTD.",County of Imperial,1995,0.75,RECLAMATION NOT STARTED,,,,,32.976389,-114.630556,-12760615.123300001,3892170.417199999
935134,91-37-0046,MCCAIN PIT,QUARRY,RECLAIMED,Decomposed Granite,,"SAN DIEGO COUNTY, DEPARTMENT OF PUBLIC WORKS","SAN DIEGO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of San Diego,2011,3,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"CA-28274,P79-047,RP79-003",,,0,32.977222,-116.378889,-12955238.6626,3892280.954999998
935135,91-13-0056,IMPERIAL PROJECT,PROSPECT,RECLAIMED,Gold (Lode),,GLAMIS IMPERIAL CORPORATION,GLAMIS IMPERIAL CORPORATION,County of Imperial,1999,0,RECLAMATION IN PROGRESS,CAMC141207,0.00,,,32.979167,-114.791667,-12778549.9178,3892539.057400003
935136,91-13-0103,TAECKER PIT,UNDETERMINED,RECLAIMED,Sand and Gravel,,DENNIS DILL TRUCKING,DENNIS DILL TRUCKING,County of Imperial,2000,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA44037,,,,32.988333,-115.299722,-12835106.3416,3893755.4667000026
935137,91-13-0105,ELMS SHANK PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,ELMS EQUIPMENT RENTAL INC.,ELMS EQUIPMENT RENTAL INC.,County of Imperial,2008,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,LA-40840-01,,,0,32.992222,-115.301389,-12835291.9112,3894271.6094999984
935138,91-13-0084,ANDRE COMMUNITY PIT,OPEN PIT,RECLAIMED,,,LIDCO IMPERIAL VALLEY,LIDCO IMPERIAL VALLEY,County of Imperial,1998,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA 35963,,,,33,-115.709444,-12880716.3861,3895303.963399999
935139,91-13-0078,WESTMORELAND COMMUNITY PIT,QUARRY,RECLAIMED,Sand and Gravel,,MANHOLE ADJUSTING CONTRACTORS,MANHOLE ADJUSTING CONTRACTORS,County of Imperial,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"30,RP143-90",,,,33.005,-115.749167,-12885138.3302,3895967.648599997
935140,91-13-0090,DAVIS DIRT,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2002,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,7.00,5150,,33.005556,-115.529722,-12860709.8245,3896041.4526999965
935141,91-37-0051,COAST SAND COMPANY,DREDGE,RECLAIMED,Sand and Gravel,,"WAGONHOUND LAND & LIVESTOCK WEST, LLC","WAGONHOUND LAND & LIVESTOCK WEST, LLC",County of San Diego,2008,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,37.00,,0,33.006944,-117.195556,-13046149.6172,3896225.699500002
935142,91-13-0076,HENSLER PIT,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Imperial,2018,0,RECLAMATION IN PROGRESS,CUP 1126-94,110.00,42000,,33.008333,-115.695833,-12879201.2165,3896410.0820000023
935143,91-13-0080,ELMS GLAMIS PIT,QUARRY,RECLAIMED,Sand and Gravel,,ELMS EQUIPMENT RENTAL INC.,ELMS EQUIPMENT RENTAL INC.,County of Imperial,2008,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"104-90,CA 33988",,,0,33.009722,-115.046667,-12806936.3879,3896594.4673999995
935144,91-13-0014,SHANK PIT,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Imperial,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,0.00,,,33.011111,-115.311111,-12836374.1593,3896778.855700001
935145,91-13-0091,SHANK ROAD EAST HIGHLINE PIT,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,"GIBSON'S ALL AMERICAN AGGREGATES, INC.","GIBSON'S ALL AMERICAN AGGREGATES, INC.",County of Imperial,2018,0,RECLAMATION IN PROGRESS,CACA-48234,,21000,7411.6,33.013611,-115.314722,-12836776.134,3897110.7353999987
935146,91-13-0040,ANDRE ROAD CLAY PIT,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2018,15.5,RECLAMATION IN PROGRESS,CA 28595,0.00,17341.07,9264.86,33.014167,-115.703056,-12880005.2771,3897184.5467000008
935147,91-13-0005,PLASTER CITY QUARRY,OPEN PIT,ACTIVE,Gypsum,,UNITED STATES GYPSUM COMPANY,UNITED STATES GYPSUM COMPANY,County of Imperial,2018,495.5,RECLAMATION IN PROGRESS,,"2048.00,1257.00",3608172,4774492,33.023056,-116.081944,-12922182.8964,3898364.661799997
935148,91-13-0028,MAGNOLIA,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA-28592,0.00,,,33.023611,-115.331111,-12838600.5491,3898438.3483000025
935149,91-13-0069,ROBERTS PIT,UNDETERMINED,ACTIVE,Sand and Gravel,,SUPERIOR READY MIX CONCRETE,SUPERIOR READY MIX CONCRETE L.P.,County of Imperial,2018,11.25,RECLAMATION NOT STARTED,152-92,10.00,195706,114121,33.025,-115.318611,-12837209.0555,3898622.7656000033
935150,91-13-0004,SHOVELER ANNEX,QUARRY,CLOSED - MERGED,Gypsum,,U.S. GYPSUM COMPANY,U.S. GYPSUM COMPANY,County of Imperial,2006,40,RECLAMATION IN PROGRESS,13-82,142.00,23349,3747150,33.026944,-116.086111,-12922646.7647,3898880.8751000017
935151,91-13-0082,GLAMIS MINE,OPEN PIT,RECLAIMED,Sand and Gravel,,LITTLE TRUCKING COMPANY,LITTLE TRUCKING COMPANY,County of Imperial,1994,20,RECLAMATION NOT STARTED,30614,,2218,,33.03,-115.02,-12803967.831,3899286.6389999986
935152,91-13-0025,GLAMIS I AND II PIT,OPEN PIT,ACTIVE,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2018,68,RECLAMATION NOT STARTED,CA 32592,,36565.95,39985,33.031111,-115.111111,-12814110.2612,3899434.1567
935153,91-37-0061,GOLDEN CHARIOT,,RECLAIMED,Gold (Placer),,"BANNER MINES, INC.","BANNER MINES, INC.",County of San Diego,2000,,RECLAMATION IN PROGRESS,,,,,33.038611,-116.533333,-12972431.29,3900430.049999997
935154,91-13-0100,NORTHERN CONSOLIDATION,,RECLAIMED,Clay,,IMPERIAL IRRIGATION DISTRICT,IMPERIAL IRRIGATION DISTRICT,County of Imperial,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,,,,,33.041667,-115.541667,-12862039.535799999,3900835.8676000014
935155,91-13-0020,VCR - VISTA CHEROKEE RAINBOW-MERGED W/91-13-0019,"OPEN PIT,PLANT OR MILL",CLOSED - MERGED,Gold (Lode),Silver,"WESTERN MESQUITE MINES, INC.","WESTERN MESQUITE MINES, INC.",County of Imperial,2007,1796,RECLAMATION IN PROGRESS,"CA 1188/38,CUP 786-88",,,661831,33.049167,-114.993056,-12800968.4387,3901831.8801999986
935156,91-37-0045,OLIVE BORROW PIT,QUARRY,RECLAIMED,Decomposed Granite,,COUNTY OF SAN DIEGO DEPARTMENT OF PUBLIC WORKS,COUNTY OF SAN DIEGO DEPARTMENT OF PUBLIC WORKS,County of San Diego,2012,17,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,P86-026,18.00,500000,0,33.05,-116.876111,-13010589.1624,3901942.5091999993
935157,91-13-0019,WESTERN MESQUITE MINE,"OPEN PIT,PLANT OR MILL",ACTIVE,Gold (Lode),Silver,"WESTERN MESQUITE MINES, INC.","WESTERN MESQUITE MINES, INC.",County of Imperial,2018,3780,RECLAMATION IN PROGRESS,"CA 8118812,CUP 684-84,98-0004,28-88,23-84,EIS# FES 02-5",,12849658,28501394,33.068889,-114.991111,-12800751.9223,3904451.3998000026
935158,91-13-0038,STANDARD,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2008,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA060 FP9-,0.00,,,33.076111,-115.336111,-12839157.1466,3905410.7886999995
935159,91-13-0104,ELMS TITSWORTH PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,ELMS EQUIPMENT RENTAL INC.,ELMS EQUIPMENT RENTAL INC.,County of Imperial,2008,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA-40840-01,,,0,33.076667,-115.336389,-12839188.0934,3905484.652400002
935160,91-37-0055,RAMONA BORROW PIT AND LANDFILL,QUARRY,RECLAIMED,Decomposed Granite,,"SAN DIEGO COUNTY, DEPARTMENT OF PUBLIC WORKS",DEPARTMENT OF PUBLIC WORKS,County of San Diego,1993,0,RECLAMATION NOT STARTED,"MUP 85-051,R/P#85-006,RP85-006",,,,33.088889,-116.866111,-13009475.967500001,3907108.4437000006
935161,91-37-0054,INLAND VALLEY MATERIALS,QUARRY,ACTIVE,Sand and Gravel,,WEIR,INLAND VALLEY MATERIALS,County of San Diego,2018,13.37,RECLAMATION NOT STARTED,,14.00,238740,352525,33.098889,-117.025,-13027163.4101,3908437.1921999976
935162,91-37-0006,HARMONY,"OPEN PIT,PLANT OR MILL,QUARRY",RECLAIMED,NOT REPORTED,,"STANDARD PACIFIC, CORP","STANDARD PACIFIC, CORP",County of San Diego,2012,27.4,RECLAMATION NOT STARTED,"MUP-80-088,RP 80-004",,154581.35,0,33.100556,-117.129722,-13038821.0098,3908658.7092999965
935163,91-37-0003,ASHLAND GRANITE,"OPEN PIT,QUARRY",RECLAIMED,Decomposed Granite,,SCHEDELL,ASHLAND GRANITE CORPORATION,County of San Diego,1996,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"AP 82-001,P82 007-W3,RP 82-001",,,,33.103056,-117.126111,-13038419.0351,3908990.9262999967
935164,91-13-0053,SAN FELIPE WASH,OPEN PIT,EXEMPT,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,CALTRANS,County of Imperial,1992,0,RECLAMATION IN PROGRESS,31-88,0.00,,,33.12,-115.865,-12898032.8008,3911242.809799999
935165,91-13-0054,SIX & ONE-HALF MILE,OPEN PIT,EXEMPT,Sand and Gravel,,CALTRANS,CALTRANS,County of Imperial,1993,0,RECLAMATION NOT STARTED,30-88,0.00,,,33.128889,-115.973056,-12910061.5397,3912424.345200002
935166,91-37-0001,LYNCH PIT (PROJECT),OPEN PIT,RECLAIMED,Decomposed Granite,,LYNCH,"LYNCH TRUCKING, INC.",City of Vista,1996,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RES 76-16,7.00,,,33.146111,-117.231944,-13050200.310800001,3914713.8523999974
935167,91-37-0050,MORETTI-MESA GRANDE B.P.,QUARRY,RECLAIMED,Decomposed Granite,,CAUZZA,"SAN DIEGO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of San Diego,2005,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"P78-008,P78-009",,500000,41425,33.148889,-116.706944,-12991757.5781,3915083.204099998
935168,91-37-0009,WYROC SYCAMORE QUARRY,QUARRY,RECLAIMED,Stone,,PROVIDENT ENG. DEV. COMPANY,"WYROC, INC.",City of Vista,2002,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,,,,33.153056,-117.226111,-13049550.9842,3915637.253700003
935169,91-13-0097,H CLAY PIT,QUARRY,RECLAIMED,Clay,,IMPERIAL IRRIGATION DISTRICT,IMPERIAL IRRIGATION DISTRICT,County of Imperial,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"CA 060-FPO-15,CA 060-FPO-15",,,,33.155556,-115.386667,-12844785.014800001,3915969.669500001
935170,91-37-0072,JEB SAND & GRAVEL QUARRY,QUARRY,ACTIVE,Decomposed Granite,,RUNTS TRUCKING INC. DBA JEB SAND & GRAVEL,JEB SAND & GRAVEL QUARRY,County of San Diego,2018,11.75,RECLAMATION NOT STARTED,,14.00,126808,141386,33.167778,-117.02,-13026606.8126,3917594.9201000035
935171,91-13-0044,BLUFF,OPEN PIT,RECLAIMED,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,CALTRANS,County of Imperial,1992,0,RECLAMATION NOT STARTED,26-86,0.00,,,33.178056,-115.893056,-12901155.9804,3918961.837899998
935172,91-37-0016,OCEANSIDE/CARLSBAD,QUARRY,RECLAIMED,Stone,,"PRESIDIO CORNERSTONE QC, LLC","PRESIDIO CORNERSTONE QC, LLC",City of Oceanside,2015,0,RECLAMATION IN PROGRESS,"C-9-92,CUP138,CUP204",,,0,33.180556,-117.300556,-13057838.1637,3919294.3484999985
935173,91-13-0021,ROAD 69 PIT,OPEN PIT,RECLAIMED,Clay,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA060FP922,0.00,,,33.186389,-115.419444,-12848433.7337,3920070.1991000026
935174,91-13-0074,FLOWING WELLS SOUTH PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Imperial,2011,,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,1110-93,358.00,,0,33.200556,-115.421944,-12848712.0324,3921954.7748000026
935175,91-37-0012,CITY OF OCEANSIDE,"OPEN PIT,PLANT OR MILL",CLOSED NO INTENT TO RESUME,,,OCEANSIDE CITY,City of Oceanside,City of Oceanside,2018,40,RECLAMATION IN PROGRESS,70-P72,580.00,892000,350480.41,33.205556,-117.322778,-13060311.9054,3922619.976300001
935176,91-13-0013,FLOWING WELLS,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Imperial,2004,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,813-88,33.00,,,33.208056,-115.428889,-12849485.1463,3922952.591300003
935177,91-37-0048,WARNER BORROW PIT,"QUARRY,UNDETERMINED",ACTIVE,Fill Dirt,,COUNTY OF SAN DIEGO,COUNTY OF SAN DIEGO,County of San Diego,2018,8,RECLAMATION NOT STARTED,P72-269W,13.00,500000,67959.55,33.22,-116.598889,-12979728.9505,3924541.8237999976
935178,91-13-0041,FLOWING WELLS,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA 28594,0.00,,,33.221111,-115.438889,-12850598.3412,3924689.661200002
935179,91-37-0015,UCLH SAN MARCOS MINE,QUARRY,RECLAIMED,Sand and Gravel,,BROOKFIELD RANCHO CORONADO LLC,BROOKFIELD RANCHO CORONADO LLC,City of San Marcos,2017,0,RECLAMATION IN PROGRESS,"87 MUD,CUP 113-86",,,0,33.223056,-117.173611,-13043706.710900001,3924948.480800003
935180,91-37-0002,NORTH TWIN OAKS VALLEY,QUARRY,RECLAIMED,Sand and Gravel,,HANSON AGGREGATES,"HANSON AGGREGATES PSW, INC.",County of San Diego,2005,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"P77-07W,RP 78-002",,98380,0,33.223889,-117.173056,-13043644.9286,3925059.3293000013
935181,91-37-0052,TWIN OAKS QUARRY (PKA NATIONAL QUARRY),QUARRY,ACTIVE,Stone,,SUPERIOR READY MIX CONCRETE,SUPERIOR READY MIX CONCRETE,County of San Diego,2018,92,RECLAMATION NOT STARTED,RP-79-05,210.00,399819,440916,33.229722,-117.183889,-13044850.852699999,3925835.564000003
935182,91-37-0049,VALLEY CENTER BORROW PIT,"QUARRY,UNDETERMINED",RECLAIMED,Stone,,"SAN DIEGO COUNTY, DEPARTMENT OF PUBLIC WORKS","SAN DIEGO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of San Diego,1994,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RP85-005,0.00,,,33.233056,-117.021111,-13026730.4886,3926279.2639999986
935183,91-13-0051,NILAND,OPEN PIT,EXEMPT,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,CALTRANS,County of Imperial,1992,0,RECLAMATION NOT STARTED,138-90,0.00,,,33.236944,-115.453889,-12852268.1336,3926796.713600002
935184,91-13-0022,SALTON CITY,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,1995,0,RECLAMATION NOT STARTED,CA067-FP3-,0.00,,,33.239444,-116.038611,-12917359.0889,3927129.4478999972
935185,91-37-0058,SANDDUNES,UNDETERMINED,RECLAIMED,Sand and Gravel,,SANDDUNES,SANDDUNES,County of San Diego,1998,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"P91-010,RP91-001",,5000,,33.260556,-116.288889,-12945219.9084,3929939.7026000023
935186,91-13-0024,COACHELLA CANAL,OPEN PIT,IDLE,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2018,15.5,RECLAMATION NOT STARTED,FP4-3,0.00,14937.97,2130,33.271944,-115.476944,-12854834.6044,3931455.8608999997
935187,91-13-0042,NILAND II,OPEN PIT,RECLAIMED,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2012,63,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA-27437,0.00,,0,33.274722,-115.409722,-12847351.4856,3931825.744099997
935188,91-13-0026,NILAND I PIT,OPEN PIT,IDLE,Sand and Gravel,,"IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS","IMPERIAL COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Imperial,2018,40,RECLAMATION NOT STARTED,CA067-FP-5,140.00,17341.07,2130,33.277778,-115.487778,-12856040.639800001,3932232.6558
935189,91-37-0023,LOS ALAMITOS BORROW PIT,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,SAN LUIS REY DOWNS ENTERPRISE,SAN LUIS REY DOWNS ENTERPRISE,County of San Diego,1994,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"P-82-052,RP82-005",,,,33.278056,-117.226944,-13049643.7133,3932269.672700003
935190,91-37-0014,BACK GATE PIT,OPEN PIT,RECLAIMED,Decomposed Granite,,HANSON AGGREGATES,HANSON AGGREGATES,City of Oceanside,2000,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,C-35-80,160.00,,,33.281944,-117.291111,-13056786.7511,3932787.3888000026
935191,91-13-0055,TRUCKHAVEN,OPEN PIT,EXEMPT,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,CALTRANS,County of Imperial,1992,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,32-88,0.00,,,33.288889,-115.981111,-12910958.2182,3933712.2246999964
935192,91-37-0062,"CALIFORNIA SAND & GRAVEL, INC.",STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Fill Dirt,,"CALIFORNIA SAND & GRAVEL, INC.","CALIFORNIA SAND & GRAVEL, INC.",County of San Diego,1995,0,RECLAMATION NOT STARTED,BLANK,48.00,,,33.294722,-117.217778,-13048623.3589,3934489.0371999964
935193,91-37-0057,PAUMA VALLEY COUNTRY CLUB,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,EXEMPT,Sand and Gravel,,THE PAUMA VALLEY COUNTRY CLUB,THE PAUMA VALLEY COUNTRY CLUB,County of San Diego,2010,0,RECLAMATION NOT STARTED,P78-151,2.00,,0,33.298333,-116.975278,-13021628.382399999,3934969.959899999
935194,91-37-0047,BURNAND BORROW PIT,QUARRY,RECLAIMED,Decomposed Granite,,ST. AUGUSTINE,ST. AUGUSTINE,County of San Diego,2007,,RECLAMATION IN PROGRESS,"P79-105,P90-036",,,0,33.301944,-116.286944,-12945003.392,3935450.902400002
935195,91-37-0040,L.E. MORRISON,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,MORRISON,MORRISON,County of San Diego,1997,,RECLAMATION IN PROGRESS,"MUP 84-024,RP84-001",,,,33.311944,-117.185,-13044974.5286,3936782.8882
935196,91-19-0010,PEBBLY BEACH QUARRY,QUARRY,ACTIVE,Stone,,CONNOLLY-PACIFIC COMPANY,CONNOLLY-PACIFIC COMPANY,County of Los Angeles,2018,150,RECLAMATION NOT STARTED,BLANK,,380000,533897.3,33.319444,-118.308333,-13170023.3862,3937781.9778999984
935197,91-13-0045,CHUCKAWALLA,OPEN PIT,EXEMPT,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,CALTRANS,County of Imperial,1992,0,RECLAMATION NOT STARTED,139-90,0.00,,,33.326944,-115.558056,-12863863.951000001,3938781.1533999965
